date,close,high,low,open,volume,year,month
2015-01-01 00:00:00+05:30,1125.9,1137.0,1119.0,1131.0,76848,2015,Jan
2015-01-02 00:00:00+05:30,1127.84,1139.0,1123.55,1125.05,172991,2015,Jan
2015-01-05 00:00:00+05:30,1131.59,1144.5,1126.05,1127.84,137885,2015,Jan
2015-01-06 00:00:00+05:30,1097.9,1135.59,1090.75,1129.55,164585,2015,Jan
2015-01-07 00:00:00+05:30,1106.5,1114.0,1079.75,1110.0,208499,2015,Jan
2015-01-08 00:00:00+05:30,1126.34,1139.0,1103.7,1110.05,228503,2015,Jan
2015-01-09 00:00:00+05:30,1124.65,1136.8,1106.05,1134.3,148255,2015,Jan
2015-01-12 00:00:00+05:30,1118.45,1129.84,1112.0,1126.0,59612,2015,Jan
2015-01-13 00:00:00+05:30,1150.09,1157.2,1119.0,1119.0,327470,2015,Jan
2015-01-14 00:00:00+05:30,1160.55,1178.65,1152.0,1154.4,338840,2015,Jan
2015-01-15 00:00:00+05:30,1147.9,1168.55,1140.0,1162.05,117612,2015,Jan
2015-01-16 00:00:00+05:30,1185.8,1191.5,1151.8,1155.75,343994,2015,Jan
2015-01-19 00:00:00+05:30,1200.25,1209.0,1192.09,1203.0,417946,2015,Jan
2015-01-20 00:00:00+05:30,1210.7,1220.0,1195.45,1201.09,194900,2015,Jan
2015-01-21 00:00:00+05:30,1224.9,1237.95,1212.34,1220.0,257565,2015,Jan
2015-01-22 00:00:00+05:30,1241.7,1248.8,1224.9,1224.9,192743,2015,Jan
2015-01-23 00:00:00+05:30,1294.09,1307.8,1242.05,1246.0,241916,2015,Jan
2015-01-27 00:00:00+05:30,1349.15,1367.05,1276.55,1285.0,372173,2015,Jan
2015-01-28 00:00:00+05:30,1421.5,1439.9,1332.0,1345.0,473816,2015,Jan
2015-01-29 00:00:00+05:30,1359.35,1416.85,1353.2,1411.0,228610,2015,Jan
2015-01-30 00:00:00+05:30,1313.55,1390.1,1301.65,1389.95,294980,2015,Jan
2015-02-02 00:00:00+05:30,1349.35,1359.2,1310.09,1350.0,202501,2015,Feb
2015-02-03 00:00:00+05:30,1296.75,1356.5,1287.05,1354.0,161039,2015,Feb
2015-02-04 00:00:00+05:30,1309.5,1328.35,1298.45,1300.9,151396,2015,Feb
2015-02-05 00:00:00+05:30,1294.65,1332.0,1288.55,1315.0,127358,2015,Feb
2015-02-06 00:00:00+05:30,1263.3,1301.9,1257.55,1299.0,108730,2015,Feb
2015-02-09 00:00:00+05:30,1232.4,1259.84,1226.9,1250.0,86314,2015,Feb
2015-02-10 00:00:00+05:30,1215.25,1244.55,1211.0,1226.25,144598,2015,Feb
2015-02-11 00:00:00+05:30,1277.5,1289.0,1217.5,1221.0,259947,2015,Feb
2015-02-12 00:00:00+05:30,1295.15,1310.0,1272.7,1289.7,207270,2015,Feb
