date,close,high,low,open,volume,year,month
2015-01-01 00:00:00+05:30,8284.0,8294.7,8248.75,8272.79,0,2015,Jan
2015-01-02 00:00:00+05:30,8395.4,8410.6,8288.7,8288.7,0,2015,Jan
2015-01-05 00:00:00+05:30,8378.4,8445.6,8363.9,8407.95,0,2015,Jan
2015-01-06 00:00:00+05:30,8127.3,8327.85,8111.35,8325.29,0,2015,Jan
2015-01-07 00:00:00+05:30,8102.1,8151.2,8065.45,8118.65,0,2015,Jan
2015-01-08 00:00:00+05:30,8234.6,8243.5,8167.3,8191.4,0,2015,Jan
2015-01-09 00:00:00+05:30,8284.5,8303.29,8190.8,8285.45,0,2015,Jan
2015-01-12 00:00:00+05:30,8323.0,8332.6,8245.6,8291.35,0,2015,Jan
2015-01-13 00:00:00+05:30,8299.4,8356.65,8267.9,8346.15,0,2015,Jan
2015-01-14 00:00:00+05:30,8277.5,8326.45,8236.65,8307.25,0,2015,Jan
2015-01-15 00:00:00+05:30,8494.1,8527.1,8380.54,8424.5,0,2015,Jan
2015-01-16 00:00:00+05:30,8513.79,8530.75,8452.25,8504.04,0,2015,Jan
2015-01-19 00:00:00+05:30,8550.7,8570.95,8531.5,8550.04,0,2015,Jan
2015-01-20 00:00:00+05:30,8695.6,8707.9,8574.5,8575.1,0,2015,Jan
2015-01-21 00:00:00+05:30,8729.5,8741.85,8689.6,8719.65,0,2015,Jan
2015-01-22 00:00:00+05:30,8761.4,8774.15,8727.0,8745.85,0,2015,Jan
2015-01-23 00:00:00+05:30,8835.6,8866.4,8795.4,8827.95,0,2015,Jan
2015-01-27 00:00:00+05:30,8910.5,8925.04,8825.45,8871.35,0,2015,Jan
2015-01-28 00:00:00+05:30,8914.29,8985.04,8874.04,8902.75,0,2015,Jan
2015-01-29 00:00:00+05:30,8952.35,8966.65,8861.25,8901.5,0,2015,Jan
2015-01-30 00:00:00+05:30,8808.9,8996.6,8775.1,8996.6,0,2015,Jan
2015-02-02 00:00:00+05:30,8797.4,8840.79,8751.1,8802.5,0,2015,Feb
2015-02-03 00:00:00+05:30,8756.54,8837.29,8726.65,8823.15,0,2015,Feb
2015-02-04 00:00:00+05:30,8723.7,8792.85,8704.4,8789.15,0,2015,Feb
2015-02-05 00:00:00+05:30,8711.7,8838.45,8683.65,8733.1,0,2015,Feb
2015-02-06 00:00:00+05:30,8661.04,8726.2,8645.54,8696.85,0,2015,Feb
2015-02-09 00:00:00+05:30,8526.35,8605.54,8516.35,8584.4,0,2015,Feb
2015-02-10 00:00:00+05:30,8565.54,8646.25,8470.5,8478.1,0,2015,Feb
2015-02-11 00:00:00+05:30,8627.4,8651.95,8593.65,8603.29,0,2015,Feb
2015-02-12 00:00:00+05:30,8711.54,8732.54,8599.25,8676.95,0,2015,Feb
2015-02-13 00:00:00+05:30,8805.5,8822.1,8729.65,8741.5,0,2015,Feb
2015-02-16 00:00:00+05:30,8809.29,8870.1,8793.4,8831.4,0,2015,Feb
2015-02-18 00:00:00+05:30,8869.1,8894.29,8808.9,8811.54,0,2015,Feb
2015-02-19 00:00:00+05:30,8895.29,8913.45,8794.45,8883.04,0,2015,Feb
2015-02-20 00:00:00+05:30,8833.6,8899.95,8816.29,8895.5,0,2015,Feb
2015-02-23 00:00:00+05:30,8754.95,8869.0,8736.1,8856.85,0,2015,Feb
2015-02-24 00:00:00+05:30,8762.1,8800.5,8726.75,8772.9,0,2015,Feb
2015-02-25 00:00:00+05:30,8767.25,8840.65,8751.4,8801.9,0,2015,Feb
2015-02-26 00:00:00+05:30,8683.85,8786.04,8669.45,8779.0,0,2015,Feb
2015-02-27 00:00:00+05:30,8844.6,8856.95,8717.45,8729.5,0,2015,Feb
2015-02-28 00:00:00+05:30,8901.85,8941.1,8751.35,8913.04,0,2015,Feb
2015-03-02 00:00:00+05:30,8956.75,8972.35,8885.45,8953.85,0,2015,Mar
2015-03-03 00:00:00+05:30,8996.25,9008.4,8925.54,8962.85,0,2015,Mar
2015-03-04 00:00:00+05:30,8922.65,9119.2,8893.95,9109.15,0,2015,Mar
2015-03-05 00:00:00+05:30,8937.75,8957.54,8849.35,8929.4,0,2015,Mar
2015-03-09 00:00:00+05:30,8756.7,8891.29,8740.45,8891.15,0,2015,Mar
2015-03-10 00:00:00+05:30,8712.0,8778.0,8677.35,8769.75,0,2015,Mar
2015-03-11 00:00:00+05:30,8699.9,8755.6,8682.35,8728.75,0,2015,Mar
2015-03-12 00:00:00+05:30,8776.0,8787.2,8732.9,8740.65,0,2015,Mar
2015-03-13 00:00:00+05:30,8647.75,8849.75,8631.75,8844.04,0,2015,Mar
2015-03-16 00:00:00+05:30,8633.15,8663.54,8612.0,8656.75,0,2015,Mar
2015-03-17 00:00:00+05:30,8723.29,8742.54,8630.79,8689.1,0,2015,Mar
2015-03-18 00:00:00+05:30,8685.9,8747.25,8664.0,8742.9,0,2015,Mar
2015-03-19 00:00:00+05:30,8634.65,8788.2,8614.65,8749.45,0,2015,Mar
2015-03-20 00:00:00+05:30,8570.9,8627.9,8553.0,8627.9,0,2015,Mar
2015-03-23 00:00:00+05:30,8550.9,8608.35,8540.54,8591.54,0,2015,Mar
2015-03-24 00:00:00+05:30,8542.95,8627.75,8535.85,8537.04,0,2015,Mar
2015-03-25 00:00:00+05:30,8530.79,8573.75,8516.54,8568.9,0,2015,Mar
2015-03-26 00:00:00+05:30,8342.15,8499.45,8325.35,8474.95,0,2015,Mar
2015-03-27 00:00:00+05:30,8341.4,8413.2,8269.15,8396.0,0,2015,Mar
2015-03-30 00:00:00+05:30,8492.29,8504.54,8380.75,8390.95,0,2015,Mar
2015-03-31 00:00:00+05:30,8491.0,8550.45,8454.15,8527.6,0,2015,Mar
2015-04-01 00:00:00+05:30,8586.2,8603.4,8464.75,8483.7,0,2015,Apr
2015-04-06 00:00:00+05:30,8659.9,8667.54,8573.75,8615.79,0,2015,Apr
2015-04-07 00:00:00+05:30,8660.29,8693.6,8586.85,8684.45,0,2015,Apr
2015-04-08 00:00:00+05:30,8714.4,8730.5,8679.79,8698.95,0,2015,Apr
2015-04-09 00:00:00+05:30,8778.29,8785.5,8682.45,8756.2,0,2015,Apr
2015-04-10 00:00:00+05:30,8780.29,8787.4,8733.6,8774.35,0,2015,Apr
2015-04-13 00:00:00+05:30,8834.0,8841.65,8762.1,8801.75,0,2015,Apr
2015-04-15 00:00:00+05:30,8750.2,8844.79,8722.4,8844.75,0,2015,Apr
2015-04-16 00:00:00+05:30,8706.7,8760.0,8645.65,8757.04,0,2015,Apr
2015-04-17 00:00:00+05:30,8606.0,8699.85,8596.7,8698.04,0,2015,Apr
2015-04-20 00:00:00+05:30,8448.1,8619.95,8422.75,8618.79,0,2015,Apr
2015-04-21 00:00:00+05:30,8377.75,8469.35,8352.7,8416.1,0,2015,Apr
2015-04-22 00:00:00+05:30,8429.7,8449.95,8284.7,8400.4,0,2015,Apr
2015-04-23 00:00:00+05:30,8398.29,8504.95,8361.85,8478.2,0,2015,Apr
2015-04-24 00:00:00+05:30,8305.25,8413.29,8273.35,8405.7,0,2015,Apr
2015-04-27 00:00:00+05:30,8213.79,8334.45,8202.35,8330.54,0,2015,Apr
2015-04-28 00:00:00+05:30,8285.6,8308.0,8185.15,8215.54,0,2015,Apr
2015-04-29 00:00:00+05:30,8239.75,8308.2,8219.2,8274.79,0,2015,Apr
2015-04-30 00:00:00+05:30,8181.5,8229.4,8144.75,8224.5,0,2015,Apr
2015-05-04 00:00:00+05:30,8331.9,8346.0,8220.45,8230.04,0,2015,May
2015-05-05 00:00:00+05:30,8324.79,8355.65,8280.6,8338.4,0,2015,May
