date,close,high,low,open,volume,year,month
2015-01-01 00:00:00+05:30,356.2,358.2,345.15,347.85,2258893,2015,Jan
2015-01-02 00:00:00+05:30,358.3,360.25,355.35,357.1,2567124,2015,Jan
2015-01-05 00:00:00+05:30,350.35,359.5,349.05,359.5,1473922,2015,Jan
2015-01-06 00:00:00+05:30,347.6,349.55,342.0,349.55,3596458,2015,Jan
2015-01-07 00:00:00+05:30,348.45,351.4,344.05,345.45,4498450,2015,Jan
2015-01-08 00:00:00+05:30,354.5,356.25,346.65,350.0,6515966,2015,Jan
2015-01-09 00:00:00+05:30,349.25,358.2,347.45,355.8,3518261,2015,Jan
2015-01-12 00:00:00+05:30,342.5,349.15,340.7,349.15,2090671,2015,Jan
2015-01-13 00:00:00+05:30,339.9,345.8,337.95,343.45,1472918,2015,Jan
2015-01-14 00:00:00+05:30,339.45,341.8,338.3,340.55,3135776,2015,Jan
2015-01-15 00:00:00+05:30,342.9,346.1,336.95,339.7,4559721,2015,Jan
2015-01-16 00:00:00+05:30,336.55,345.5,332.85,340.6,8979022,2015,Jan
2015-01-19 00:00:00+05:30,344.0,345.8,335.6,337.55,3108155,2015,Jan
2015-01-20 00:00:00+05:30,348.35,350.4,341.65,344.0,2654493,2015,Jan
2015-01-21 00:00:00+05:30,362.2,363.2,347.95,348.45,4639398,2015,Jan
2015-01-22 00:00:00+05:30,363.2,367.05,354.5,366.45,2298059,2015,Jan
2015-01-23 00:00:00+05:30,377.0,380.6,365.15,366.1,5756463,2015,Jan
2015-01-27 00:00:00+05:30,386.95,387.7,374.55,375.65,4837475,2015,Jan
2015-01-28 00:00:00+05:30,366.7,388.4,364.75,386.45,4123140,2015,Jan
2015-01-29 00:00:00+05:30,368.85,373.5,356.35,367.9,6925061,2015,Jan
2015-01-30 00:00:00+05:30,366.8,373.8,359.4,373.8,4966557,2015,Jan
2015-02-02 00:00:00+05:30,352.7,366.45,349.95,363.2,3817101,2015,Feb
2015-02-03 00:00:00+05:30,364.7,367.1,353.45,353.5,3895254,2015,Feb
2015-02-04 00:00:00+05:30,362.15,370.35,358.25,368.1,5082148,2015,Feb
2015-02-05 00:00:00+05:30,358.0,365.05,353.4,363.2,7583490,2015,Feb
2015-02-06 00:00:00+05:30,361.45,363.2,352.4,358.2,3047432,2015,Feb
2015-02-09 00:00:00+05:30,349.55,358.95,346.75,358.25,2782320,2015,Feb
2015-02-10 00:00:00+05:30,349.6,355.15,346.5,348.75,6287033,2015,Feb
2015-02-11 00:00:00+05:30,349.55,354.0,341.6,350.35,3203923,2015,Feb
2015-02-12 00:00:00+05:30,346.2,353.2,342.85,352.4,4005048,2015,Feb
2015-02-13 00:00:00+05:30,348.45,349.95,342.85,347.3,3101396,2015,Feb
2015-02-16 00:00:00+05:30,354.7,358.7,345.5,346.5,2163076,2015,Feb
2015-02-18 00:00:00+05:30,345.5,356.85,344.05,356.35,3129860,2015,Feb
2015-02-19 00:00:00+05:30,350.15,351.8,343.75,348.4,2807114,2015,Feb
2015-02-20 00:00:00+05:30,342.9,352.2,341.85,348.45,3738949,2015,Feb
2015-02-23 00:00:00+05:30,340.9,344.45,338.85,341.6,2213552,2015,Feb
2015-02-24 00:00:00+05:30,335.75,343.4,333.85,339.7,6786200,2015,Feb
2015-02-25 00:00:00+05:30,342.2,344.05,338.3,340.5,2646821,2015,Feb
2015-02-26 00:00:00+05:30,342.9,346.1,339.85,343.55,4197771,2015,Feb
2015-02-27 00:00:00+05:30,348.65,351.5,340.95,342.55,3407464,2015,Feb
2015-03-02 00:00:00+05:30,342.6,356.3,339.15,349.75,4241839,2015,Mar
2015-03-03 00:00:00+05:30,342.8,344.15,337.35,343.55,2105827,2015,Mar
2015-03-04 00:00:00+05:30,344.8,351.8,342.85,345.5,3392270,2015,Mar
2015-03-05 00:00:00+05:30,341.5,345.4,337.7,344.9,3561818,2015,Mar
2015-03-09 00:00:00+05:30,337.1,340.35,332.85,340.35,3510989,2015,Mar
2015-03-10 00:00:00+05:30,361.15,375.25,334.45,335.75,11841037,2015,Mar
2015-03-11 00:00:00+05:30,382.35,386.75,355.55,363.2,13147138,2015,Mar
2015-03-12 00:00:00+05:30,390.45,392.55,379.9,382.25,16905187,2015,Mar
2015-03-13 00:00:00+05:30,392.85,395.3,382.2,391.6,11618585,2015,Mar
2015-03-16 00:00:00+05:30,381.25,392.55,379.1,392.55,14329009,2015,Mar
2015-03-17 00:00:00+05:30,379.45,385.15,372.0,384.95,12081876,2015,Mar
2015-03-18 00:00:00+05:30,375.2,383.1,374.45,378.8,4386364,2015,Mar
2015-03-19 00:00:00+05:30,374.9,377.85,372.75,375.95,4256803,2015,Mar
2015-03-20 00:00:00+05:30,373.25,380.65,370.65,374.0,6662857,2015,Mar
2015-03-23 00:00:00+05:30,376.2,382.7,371.05,376.9,3256635,2015,Mar
2015-03-24 00:00:00+05:30,386.6,389.2,374.55,374.75,7439070,2015,Mar
2015-03-25 00:00:00+05:30,387.7,390.15,379.8,379.85,10443968,2015,Mar
2015-03-26 00:00:00+05:30,392.3,396.05,382.8,382.8,11621064,2015,Mar
2015-03-27 00:00:00+05:30,369.55,397.05,364.25,393.6,8591661,2015,Mar
2015-03-30 00:00:00+05:30,382.2,385.65,370.65,373.0,4743882,2015,Mar
2015-03-31 00:00:00+05:30,386.05,388.4,377.9,381.9,6160852,2015,Mar
2015-04-01 00:00:00+05:30,394.9,397.4,385.8,386.05,5598051,2015,Apr
2015-04-06 00:00:00+05:30,393.4,401.55,391.1,394.9,4430366,2015,Apr
2015-04-07 00:00:00+05:30,397.3,402.45,388.9,394.6,4307956,2015,Apr
2015-04-08 00:00:00+05:30,411.45,415.05,399.5,399.5,5869741,2015,Apr
2015-04-09 00:00:00+05:30,399.7,412.75,397.8,411.45,4752702,2015,Apr
2015-04-10 00:00:00+05:30,404.35,406.25,394.1,399.5,4685778,2015,Apr
2015-04-13 00:00:00+05:30,417.85,419.15,400.5,401.55,3955405,2015,Apr
2015-04-15 00:00:00+05:30,407.5,417.15,401.6,417.15,3565958,2015,Apr
2015-04-16 00:00:00+05:30,410.3,415.15,406.8,408.5,3149134,2015,Apr
2015-04-17 00:00:00+05:30,398.45,416.85,396.45,412.2,5660914,2015,Apr
2015-04-20 00:00:00+05:30,394.9,400.1,391.4,396.35,3344467,2015,Apr
2015-04-21 00:00:00+05:30,390.95,402.4,386.75,390.3,3962640,2015,Apr
2015-04-22 00:00:00+05:30,392.05,393.9,384.0,389.7,4278329,2015,Apr
2015-04-23 00:00:00+05:30,392.5,395.45,389.7,394.4,5852837,2015,Apr
2015-04-24 00:00:00+05:30,391.8,395.75,387.65,392.65,7541521,2015,Apr
2015-04-27 00:00:00+05:30,383.8,396.25,377.05,391.6,15449053,2015,Apr
2015-04-28 00:00:00+05:30,393.35,401.95,376.35,381.85,5285933,2015,Apr
2015-04-29 00:00:00+05:30,380.2,395.1,376.8,386.75,11459612,2015,Apr
2015-04-30 00:00:00+05:30,374.1,380.85,364.95,380.3,8377831,2015,Apr
2015-05-04 00:00:00+05:30,385.65,386.85,366.7,366.7,4613857,2015,May
2015-05-05 00:00:00+05:30,379.9,384.8,375.45,384.8,2488860,2015,May
2015-05-06 00:00:00+05:30,383.0,397.55,378.9,386.05,13842815,2015,May
2015-05-07 00:00:00+05:30,386.4,393.1,378.25,382.7,8063447,2015,May
2015-05-08 00:00:00+05:30,390.6,392.65,386.85,389.7,5850381,2015,May
2015-05-11 00:00:00+05:30,388.9,395.35,387.45,389.7,4406860,2015,May
2015-05-12 00:00:00+05:30,384.35,392.0,381.8,389.2,6363521,2015,May
2015-05-13 00:00:00+05:30,375.5,392.65,373.7,388.7,5913559,2015,May
2015-05-14 00:00:00+05:30,378.9,384.95,373.9,374.95,5036022,2015,May
2015-05-15 00:00:00+05:30,384.8,387.7,379.85,380.85,3968941,2015,May
2015-05-18 00:00:00+05:30,390.15,392.45,384.8,386.75,4468330,2015,May
2015-05-19 00:00:00+05:30,390.65,397.55,387.8,391.55,5548269,2015,May
2015-05-20 00:00:00+05:30,393.15,396.4,389.55,389.95,5183781,2015,May
